"ko_id"	"SampleID"	"summedLFQ"	"corral"	"Tto"	"sex"
"K13292"	"X937"	51032.2296549836	"C6"	"stress"	"M"
"K13292"	"X938"	100373.746327232	"C6"	"stress"	"F"
"K13292"	"X939"	0	"C6"	"stress"	"M"
"K13292"	"X940"	32170.0729537657	"C5"	"control"	"M"
"K13292"	"X941"	0	"C5"	"control"	"F"
"K13292"	"X942"	0	"C5"	"control"	"F"
"K13292"	"X943"	0	"C5"	"control"	"F"
"K13292"	"X944"	29364.0725254225	"C5"	"control"	"M"
"K13292"	"X945"	0	"C5"	"control"	"M"
"K13292"	"X946"	18328.2849371326	"C5"	"control"	"F"
"K13292"	"X947"	99602.9539896811	"C5"	"control"	"M"
"K13292"	"X948"	0	"C4"	"stress"	"M"
"K13292"	"X949"	24142.477583864	"C4"	"stress"	"F"
"K13292"	"X950"	0	"C4"	"stress"	"M"
"K13292"	"X951"	30592.3172098227	"C4"	"stress"	"F"
"K13292"	"X952"	0	"C4"	"stress"	"M"
"K13292"	"X953"	0	"C4"	"stress"	"M"
"K13292"	"X954"	0	"C4"	"stress"	"F"
"K13292"	"X955"	42376.9374008675	"C3"	"control"	"M"
"K13292"	"X956"	0	"C3"	"control"	"F"
"K13292"	"X957"	43212.4221156459	"C3"	"control"	"F"
"K13292"	"X958"	0	"C3"	"control"	"F"
"K13292"	"X959"	0	"C3"	"control"	"M"
"K13292"	"X960"	55204.6237855264	"C3"	"control"	"M"
"K13292"	"X961"	53440.6646163049	"C3"	"control"	"M"
"K13292"	"X962"	33351.5668238029	"C3"	"control"	"F"
"K13292"	"X963"	0	"C10"	"stress"	"M"
"K13292"	"X964"	0	"C10"	"stress"	"M"
"K13292"	"X965"	0	"C10"	"stress"	"F"
"K13292"	"X966"	0	"C10"	"stress"	"F"
"K13292"	"X967"	0	"C10"	"stress"	"F"
"K13292"	"X968"	0	"C10"	"stress"	"F"
"K13292"	"X969"	0	"C10"	"stress"	"M"
"K13292"	"X970"	0	"C9"	"control"	"F"
"K13292"	"X971"	0	"C9"	"control"	"M"
"K13292"	"X972"	0	"C9"	"control"	"F"
"K13292"	"X973"	0	"C9"	"control"	"F"
"K13292"	"X974"	0	"C9"	"control"	"F"
"K13292"	"X975"	0	"C9"	"control"	"M"
"K13292"	"X976"	0	"C9"	"control"	"M"
"K13292"	"X978"	0	"C8"	"stress"	"M"
"K13292"	"X979"	34503.1618707996	"C8"	"stress"	"M"
"K13292"	"X980"	0	"C8"	"stress"	"F"
"K13292"	"X981"	41757.8018173356	"C8"	"stress"	"M"
"K13292"	"X982"	0	"C8"	"stress"	"F"
"K13292"	"X983"	70738.2441769905	"C8"	"stress"	"M"
"K13292"	"X984"	51625.561889545	"C8"	"stress"	"F"
"K13292"	"X985"	0	"C8"	"stress"	"F"
"K13292"	"X986"	31072.0196904007	"C7"	"control"	"F"
"K13292"	"X987"	30933.4398916704	"C7"	"control"	"F"
"K13292"	"X988"	0	"C7"	"control"	"F"
"K13292"	"X989"	85680.8052029833	"C7"	"control"	"M"
"K13292"	"X990"	28778.5251918812	"C7"	"control"	"F"
"K13292"	"X991"	108950.625579916	"C7"	"control"	"M"
"K13292"	"X992"	36600.7833676301	"C7"	"control"	"M"
"K13292"	"X993"	0	"C7"	"control"	"M"
"K13378"	"X932"	631084.776387309	"C6"	"stress"	"F"
"K13378"	"X933"	466674.448889	"C6"	"stress"	"M"
"K13378"	"X934"	529097.619241097	"C6"	"stress"	"F"
"K13378"	"X935"	216559.41751727	"C6"	"stress"	"M"
"K13378"	"X937"	681942.898847599	"C6"	"stress"	"M"
"K13378"	"X938"	330009.102774383	"C6"	"stress"	"F"
"K13378"	"X939"	383357.008151278	"C6"	"stress"	"M"
"K13378"	"X940"	418647.371933382	"C5"	"control"	"M"
"K13378"	"X941"	353372.537817457	"C5"	"control"	"F"
"K13378"	"X942"	344167.557132818	"C5"	"control"	"F"
"K13378"	"X943"	278517.421762037	"C5"	"control"	"F"
"K13378"	"X944"	729460.431595879	"C5"	"control"	"M"
"K13378"	"X945"	257634.660064871	"C5"	"control"	"M"
"K13378"	"X946"	33339.6858185641	"C5"	"control"	"F"
"K13378"	"X947"	350173.798267576	"C5"	"control"	"M"
"K13378"	"X948"	321299.644308971	"C4"	"stress"	"M"
"K13378"	"X949"	386973.673658789	"C4"	"stress"	"F"
"K13378"	"X950"	476947.009432104	"C4"	"stress"	"M"
"K13378"	"X951"	505337.409358211	"C4"	"stress"	"F"
"K13378"	"X952"	596018.604815604	"C4"	"stress"	"M"
"K13378"	"X953"	466171.363588057	"C4"	"stress"	"M"
"K13378"	"X954"	179349.183479684	"C4"	"stress"	"F"
"K13378"	"X955"	359632.233517288	"C3"	"control"	"M"
"K13378"	"X956"	452342.912300858	"C3"	"control"	"F"
"K13378"	"X957"	441138.274196198	"C3"	"control"	"F"
"K13378"	"X958"	364461.925959211	"C3"	"control"	"F"
"K13378"	"X959"	513123.34548236	"C3"	"control"	"M"
"K13378"	"X960"	444631.687520534	"C3"	"control"	"M"
"K13378"	"X961"	336534.009438379	"C3"	"control"	"M"
"K13378"	"X962"	224978.547181062	"C3"	"control"	"F"
"K13378"	"X963"	393099.383165905	"C10"	"stress"	"M"
"K13378"	"X964"	252138.270087027	"C10"	"stress"	"M"
"K13378"	"X965"	562544.911836019	"C10"	"stress"	"F"
"K13378"	"X966"	248768.263774743	"C10"	"stress"	"F"
"K13378"	"X967"	248542.697636018	"C10"	"stress"	"F"
"K13378"	"X968"	337020.40921729	"C10"	"stress"	"F"
"K13378"	"X969"	158320.140504697	"C10"	"stress"	"M"
"K13378"	"X970"	272308.515705637	"C9"	"control"	"F"
"K13378"	"X971"	407417.468535592	"C9"	"control"	"M"
"K13378"	"X972"	45379.1154637599	"C9"	"control"	"F"
"K13378"	"X973"	102045.140187849	"C9"	"control"	"F"
"K13378"	"X974"	413566.145474755	"C9"	"control"	"F"
"K13378"	"X975"	328883.733545681	"C9"	"control"	"M"
"K13378"	"X976"	290778.054376301	"C9"	"control"	"M"
"K13378"	"X978"	294339.63484477	"C8"	"stress"	"M"
"K13378"	"X979"	362712.231709189	"C8"	"stress"	"M"
"K13378"	"X980"	97325.2940227415	"C8"	"stress"	"F"
"K13378"	"X981"	338630.707038157	"C8"	"stress"	"M"
"K13378"	"X982"	453499.09780152	"C8"	"stress"	"F"
"K13378"	"X983"	709502.819729331	"C8"	"stress"	"M"
"K13378"	"X984"	597358.984312036	"C8"	"stress"	"F"
"K13378"	"X985"	872860.815941905	"C8"	"stress"	"F"
"K13378"	"X986"	524979.760706098	"C7"	"control"	"F"
"K13378"	"X987"	748872.981819518	"C7"	"control"	"F"
"K13378"	"X988"	863912.574311704	"C7"	"control"	"F"
"K13378"	"X989"	476042.598377407	"C7"	"control"	"M"
"K13378"	"X990"	301663.914204234	"C7"	"control"	"F"
"K13378"	"X991"	272009.051687424	"C7"	"control"	"M"
"K13378"	"X992"	478932.85613409	"C7"	"control"	"M"
"K13378"	"X993"	294594.460578892	"C7"	"control"	"M"
"K13444"	"X932"	0	"C6"	"stress"	"F"
"K13444"	"X933"	0	"C6"	"stress"	"M"
"K13444"	"X934"	0	"C6"	"stress"	"F"
"K13444"	"X935"	0	"C6"	"stress"	"M"
"K13444"	"X937"	0	"C6"	"stress"	"M"
"K13444"	"X938"	0	"C6"	"stress"	"F"
"K13444"	"X939"	27713.4533369616	"C6"	"stress"	"M"
"K13444"	"X940"	0	"C5"	"control"	"M"
"K13444"	"X941"	0	"C5"	"control"	"F"
"K13444"	"X942"	0	"C5"	"control"	"F"
"K13444"	"X943"	0	"C5"	"control"	"F"
"K13444"	"X944"	0	"C5"	"control"	"M"
"K13444"	"X945"	12822.347522578	"C5"	"control"	"M"
"K13444"	"X946"	29591.8433744415	"C5"	"control"	"F"
"K13444"	"X947"	10621.181774329	"C5"	"control"	"M"
"K13444"	"X948"	0	"C4"	"stress"	"M"
"K13444"	"X949"	0	"C4"	"stress"	"F"
"K13444"	"X950"	51821.4426470464	"C4"	"stress"	"M"
"K13444"	"X951"	0	"C4"	"stress"	"F"
"K13444"	"X952"	10635.5423785852	"C4"	"stress"	"M"
"K13444"	"X953"	0	"C4"	"stress"	"M"
"K13444"	"X954"	99777.9203864968	"C4"	"stress"	"F"
"K13444"	"X955"	0	"C3"	"control"	"M"
"K13444"	"X956"	0	"C3"	"control"	"F"
"K13444"	"X957"	0	"C3"	"control"	"F"
"K13444"	"X958"	0	"C3"	"control"	"F"
"K13444"	"X959"	18842.3419880378	"C3"	"control"	"M"
"K13444"	"X960"	0	"C3"	"control"	"M"
"K13444"	"X961"	0	"C3"	"control"	"M"
"K13444"	"X962"	399040.423409877	"C3"	"control"	"F"
"K13444"	"X963"	206426.463266519	"C10"	"stress"	"M"
"K13444"	"X964"	37391.0624705271	"C10"	"stress"	"M"
"K13444"	"X965"	0	"C10"	"stress"	"F"
"K13444"	"X966"	24280.5978921942	"C10"	"stress"	"F"
"K13444"	"X967"	162797.708669632	"C10"	"stress"	"F"
"K13444"	"X968"	0	"C10"	"stress"	"F"
"K13444"	"X969"	29245.8474875782	"C10"	"stress"	"M"
"K13444"	"X970"	31328.5668702953	"C9"	"control"	"F"
"K13444"	"X971"	0	"C9"	"control"	"M"
"K13444"	"X972"	107996.718352265	"C9"	"control"	"F"
"K13444"	"X973"	0	"C9"	"control"	"F"
"K13444"	"X974"	0	"C9"	"control"	"F"
"K13444"	"X975"	0	"C9"	"control"	"M"
"K13444"	"X976"	0	"C9"	"control"	"M"
"K13444"	"X978"	0	"C8"	"stress"	"M"
"K13444"	"X979"	16380.8811345797	"C8"	"stress"	"M"
"K13444"	"X980"	0	"C8"	"stress"	"F"
"K13444"	"X981"	0	"C8"	"stress"	"M"
"K13444"	"X982"	48035.6819091306	"C8"	"stress"	"F"
"K13444"	"X983"	0	"C8"	"stress"	"M"
"K13444"	"X984"	0	"C8"	"stress"	"F"
"K13444"	"X985"	21048.7975009449	"C8"	"stress"	"F"
"K13444"	"X986"	0	"C7"	"control"	"F"
"K13444"	"X987"	0	"C7"	"control"	"F"
"K13444"	"X988"	39649.2244519314	"C7"	"control"	"F"
"K13444"	"X989"	22351.6305705367	"C7"	"control"	"M"
"K13444"	"X990"	0	"C7"	"control"	"F"
"K13444"	"X991"	71889.6532817927	"C7"	"control"	"M"
"K13444"	"X992"	19093.7366248217	"C7"	"control"	"M"
"K13444"	"X993"	0	"C7"	"control"	"M"
"K13479"	"X932"	0	"C6"	"stress"	"F"
"K13479"	"X933"	0	"C6"	"stress"	"M"
"K13479"	"X934"	0	"C6"	"stress"	"F"
"K13479"	"X935"	0	"C6"	"stress"	"M"
"K13479"	"X937"	0	"C6"	"stress"	"M"
"K13479"	"X938"	0	"C6"	"stress"	"F"
"K13479"	"X939"	0	"C6"	"stress"	"M"
"K13479"	"X940"	0	"C5"	"control"	"M"
"K13479"	"X941"	0	"C5"	"control"	"F"
"K13479"	"X942"	0	"C5"	"control"	"F"
"K13479"	"X943"	0	"C5"	"control"	"F"
"K13479"	"X944"	0	"C5"	"control"	"M"
"K13479"	"X945"	0	"C5"	"control"	"M"
"K13479"	"X946"	35789.7837969072	"C5"	"control"	"F"
"K13479"	"X947"	0	"C5"	"control"	"M"
"K13479"	"X948"	24624.4493088838	"C4"	"stress"	"M"
"K13479"	"X949"	0	"C4"	"stress"	"F"
"K13479"	"X950"	0	"C4"	"stress"	"M"
"K13479"	"X951"	0	"C4"	"stress"	"F"
"K13479"	"X952"	0	"C4"	"stress"	"M"
"K13479"	"X953"	0	"C4"	"stress"	"M"
"K13479"	"X954"	0	"C4"	"stress"	"F"
"K13479"	"X955"	0	"C3"	"control"	"M"
"K13479"	"X956"	0	"C3"	"control"	"F"
"K13479"	"X957"	0	"C3"	"control"	"F"
"K13479"	"X958"	0	"C3"	"control"	"F"
"K13479"	"X959"	0	"C3"	"control"	"M"
"K13479"	"X960"	0	"C3"	"control"	"M"
"K13479"	"X961"	0	"C3"	"control"	"M"
"K13479"	"X962"	0	"C3"	"control"	"F"
"K13479"	"X963"	0	"C10"	"stress"	"M"
"K13479"	"X964"	0	"C10"	"stress"	"M"
"K13479"	"X965"	0	"C10"	"stress"	"F"
"K13479"	"X966"	0	"C10"	"stress"	"F"
"K13479"	"X967"	0	"C10"	"stress"	"F"
"K13479"	"X968"	0	"C10"	"stress"	"F"
"K13479"	"X969"	0	"C10"	"stress"	"M"
"K13479"	"X970"	0	"C9"	"control"	"F"
"K13479"	"X971"	0	"C9"	"control"	"M"
"K13479"	"X972"	0	"C9"	"control"	"F"
"K13479"	"X973"	0	"C9"	"control"	"F"
"K13479"	"X974"	0	"C9"	"control"	"F"
"K13479"	"X975"	0	"C9"	"control"	"M"
"K13479"	"X976"	0	"C9"	"control"	"M"
"K13479"	"X978"	0	"C8"	"stress"	"M"
"K13479"	"X979"	0	"C8"	"stress"	"M"
"K13479"	"X980"	0	"C8"	"stress"	"F"
"K13479"	"X981"	0	"C8"	"stress"	"M"
"K13479"	"X982"	0	"C8"	"stress"	"F"
"K13479"	"X983"	0	"C8"	"stress"	"M"
"K13479"	"X984"	0	"C8"	"stress"	"F"
"K13479"	"X985"	0	"C8"	"stress"	"F"
"K13479"	"X986"	0	"C7"	"control"	"F"
"K13479"	"X987"	39280.3653591412	"C7"	"control"	"F"
"K13479"	"X988"	21475.4947443235	"C7"	"control"	"F"
"K13479"	"X989"	0	"C7"	"control"	"M"
"K13479"	"X990"	0	"C7"	"control"	"F"
"K13479"	"X991"	0	"C7"	"control"	"M"
"K13479"	"X992"	0	"C7"	"control"	"M"
"K13479"	"X993"	0	"C7"	"control"	"M"
"K13542"	"X932"	119212.844483305	"C6"	"stress"	"F"
"K13542"	"X933"	0	"C6"	"stress"	"M"
"K13542"	"X934"	22916.231902816	"C6"	"stress"	"F"
"K13542"	"X935"	0	"C6"	"stress"	"M"
"K13542"	"X937"	26855.6553800812	"C6"	"stress"	"M"
"K13542"	"X938"	0	"C6"	"stress"	"F"
"K13542"	"X939"	0	"C6"	"stress"	"M"
"K13542"	"X940"	0	"C5"	"control"	"M"
"K13542"	"X941"	0	"C5"	"control"	"F"
"K13542"	"X942"	0	"C5"	"control"	"F"
"K13542"	"X943"	0	"C5"	"control"	"F"
"K13542"	"X944"	0	"C5"	"control"	"M"
"K13542"	"X945"	0	"C5"	"control"	"M"
"K13542"	"X946"	0	"C5"	"control"	"F"
"K13542"	"X947"	43971.4175353543	"C5"	"control"	"M"
"K13542"	"X948"	0	"C4"	"stress"	"M"
"K13542"	"X949"	17918.9567872828	"C4"	"stress"	"F"
"K13542"	"X950"	33559.8938248378	"C4"	"stress"	"M"
"K13542"	"X951"	0	"C4"	"stress"	"F"
"K13542"	"X952"	0	"C4"	"stress"	"M"
"K13542"	"X953"	0	"C4"	"stress"	"M"
"K13542"	"X954"	0	"C4"	"stress"	"F"
"K13542"	"X955"	0	"C3"	"control"	"M"
"K13542"	"X956"	0	"C3"	"control"	"F"
"K13542"	"X957"	0	"C3"	"control"	"F"
"K13542"	"X958"	0	"C3"	"control"	"F"
"K13542"	"X959"	0	"C3"	"control"	"M"
"K13542"	"X960"	0	"C3"	"control"	"M"
"K13542"	"X961"	0	"C3"	"control"	"M"
"K13542"	"X962"	0	"C3"	"control"	"F"
"K13542"	"X963"	0	"C10"	"stress"	"M"
"K13542"	"X964"	33527.5868306636	"C10"	"stress"	"M"
"K13542"	"X965"	27441.6859073572	"C10"	"stress"	"F"
"K13542"	"X966"	24563.2076306626	"C10"	"stress"	"F"
"K13542"	"X967"	0	"C10"	"stress"	"F"
"K13542"	"X968"	0	"C10"	"stress"	"F"
"K13542"	"X969"	33205.4981465625	"C10"	"stress"	"M"
"K13542"	"X970"	28562.2439921871	"C9"	"control"	"F"
"K13542"	"X971"	0	"C9"	"control"	"M"
"K13542"	"X972"	0	"C9"	"control"	"F"
"K13542"	"X973"	0	"C9"	"control"	"F"
"K13542"	"X974"	23252.9939157684	"C9"	"control"	"F"
"K13542"	"X975"	26079.9647087756	"C9"	"control"	"M"
"K13542"	"X976"	0	"C9"	"control"	"M"
"K13542"	"X978"	0	"C8"	"stress"	"M"
"K13542"	"X979"	0	"C8"	"stress"	"M"
"K13542"	"X980"	0	"C8"	"stress"	"F"
"K13542"	"X981"	28452.7951798243	"C8"	"stress"	"M"
"K13542"	"X982"	0	"C8"	"stress"	"F"
"K13542"	"X983"	0	"C8"	"stress"	"M"
"K13542"	"X984"	0	"C8"	"stress"	"F"
"K13542"	"X985"	0	"C8"	"stress"	"F"
"K13542"	"X986"	20071.6880879186	"C7"	"control"	"F"
"K13542"	"X987"	0	"C7"	"control"	"F"
"K13542"	"X988"	0	"C7"	"control"	"F"
"K13542"	"X989"	0	"C7"	"control"	"M"
"K13542"	"X990"	0	"C7"	"control"	"F"
"K13542"	"X991"	0	"C7"	"control"	"M"
"K13542"	"X992"	0	"C7"	"control"	"M"
"K13542"	"X993"	0	"C7"	"control"	"M"
"K13626"	"X932"	43781.0030470501	"C6"	"stress"	"F"
"K13626"	"X933"	0	"C6"	"stress"	"M"
"K13626"	"X934"	0	"C6"	"stress"	"F"
"K13626"	"X935"	0	"C6"	"stress"	"M"
"K13626"	"X937"	0	"C6"	"stress"	"M"
"K13626"	"X938"	96134.6373124002	"C6"	"stress"	"F"
"K13626"	"X939"	0	"C6"	"stress"	"M"
"K13626"	"X940"	0	"C5"	"control"	"M"
"K13626"	"X941"	0	"C5"	"control"	"F"
"K13626"	"X942"	0	"C5"	"control"	"F"
"K13626"	"X943"	0	"C5"	"control"	"F"
"K13626"	"X944"	0	"C5"	"control"	"M"
"K13626"	"X945"	15190.6886988411	"C5"	"control"	"M"
"K13626"	"X946"	0	"C5"	"control"	"F"
"K13626"	"X947"	0	"C5"	"control"	"M"
"K13626"	"X948"	0	"C4"	"stress"	"M"
"K13626"	"X949"	0	"C4"	"stress"	"F"
"K13626"	"X950"	0	"C4"	"stress"	"M"
"K13626"	"X951"	0	"C4"	"stress"	"F"
"K13626"	"X952"	0	"C4"	"stress"	"M"
"K13626"	"X953"	0	"C4"	"stress"	"M"
"K13626"	"X954"	0	"C4"	"stress"	"F"
"K13626"	"X955"	73383.2987857023	"C3"	"control"	"M"
"K13626"	"X956"	69606.7144244613	"C3"	"control"	"F"
"K13626"	"X957"	0	"C3"	"control"	"F"
"K13626"	"X958"	0	"C3"	"control"	"F"
"K13626"	"X959"	0	"C3"	"control"	"M"
"K13626"	"X960"	0	"C3"	"control"	"M"
"K13626"	"X961"	148051.665613658	"C3"	"control"	"M"
"K13626"	"X962"	0	"C3"	"control"	"F"
"K13626"	"X963"	0	"C10"	"stress"	"M"
"K13626"	"X964"	36066.0862389185	"C10"	"stress"	"M"
"K13626"	"X965"	0	"C10"	"stress"	"F"
"K13626"	"X966"	0	"C10"	"stress"	"F"
"K13626"	"X967"	0	"C10"	"stress"	"F"
"K13626"	"X968"	0	"C10"	"stress"	"F"
"K13626"	"X969"	0	"C10"	"stress"	"M"
"K13626"	"X970"	0	"C9"	"control"	"F"
"K13626"	"X971"	0	"C9"	"control"	"M"
"K13626"	"X972"	0	"C9"	"control"	"F"
"K13626"	"X973"	0	"C9"	"control"	"F"
"K13626"	"X974"	35343.5766649583	"C9"	"control"	"F"
"K13626"	"X975"	55099.7716882348	"C9"	"control"	"M"
"K13626"	"X976"	0	"C9"	"control"	"M"
"K13626"	"X978"	20744.067513097	"C8"	"stress"	"M"
"K13626"	"X979"	31254.9696525557	"C8"	"stress"	"M"
"K13626"	"X980"	0	"C8"	"stress"	"F"
"K13626"	"X981"	0	"C8"	"stress"	"M"
"K13626"	"X982"	0	"C8"	"stress"	"F"
"K13626"	"X983"	31635.5862705851	"C8"	"stress"	"M"
"K13626"	"X984"	0	"C8"	"stress"	"F"
"K13626"	"X985"	0	"C8"	"stress"	"F"
"K13626"	"X986"	0	"C7"	"control"	"F"
"K13626"	"X987"	0	"C7"	"control"	"F"
"K13626"	"X988"	0	"C7"	"control"	"F"
"K13626"	"X989"	0	"C7"	"control"	"M"
"K13626"	"X990"	0	"C7"	"control"	"F"
"K13626"	"X991"	26113.7421168499	"C7"	"control"	"M"
"K13626"	"X992"	0	"C7"	"control"	"M"
"K13626"	"X993"	71461.2790105365	"C7"	"control"	"M"
"K13678"	"X932"	0	"C6"	"stress"	"F"
"K13678"	"X933"	0	"C6"	"stress"	"M"
"K13678"	"X934"	0	"C6"	"stress"	"F"
"K13678"	"X935"	0	"C6"	"stress"	"M"
"K13678"	"X937"	0	"C6"	"stress"	"M"
"K13678"	"X938"	0	"C6"	"stress"	"F"
"K13678"	"X939"	30180.7687644152	"C6"	"stress"	"M"
"K13678"	"X940"	70798.5425912419	"C5"	"control"	"M"
"K13678"	"X941"	0	"C5"	"control"	"F"
"K13678"	"X942"	16874.3060223219	"C5"	"control"	"F"
"K13678"	"X943"	0	"C5"	"control"	"F"
"K13678"	"X944"	114286.214757928	"C5"	"control"	"M"
"K13678"	"X945"	40027.1303119112	"C5"	"control"	"M"
"K13678"	"X946"	0	"C5"	"control"	"F"
"K13678"	"X947"	0	"C5"	"control"	"M"
"K13678"	"X948"	0	"C4"	"stress"	"M"
"K13678"	"X949"	0	"C4"	"stress"	"F"
"K13678"	"X950"	50599.8455142665	"C4"	"stress"	"M"
"K13678"	"X951"	181228.35708437	"C4"	"stress"	"F"
"K13678"	"X952"	26017.9407733374	"C4"	"stress"	"M"
"K13678"	"X953"	0	"C4"	"stress"	"M"
"K13678"	"X954"	0	"C4"	"stress"	"F"
"K13678"	"X955"	0	"C3"	"control"	"M"
"K13678"	"X956"	138724.714726311	"C3"	"control"	"F"
"K13678"	"X957"	28648.0342683683	"C3"	"control"	"F"
"K13678"	"X958"	62215.8055748685	"C3"	"control"	"F"
"K13678"	"X959"	95517.6723826829	"C3"	"control"	"M"
"K13678"	"X960"	99918.3047906128	"C3"	"control"	"M"
"K13678"	"X961"	63012.140980019	"C3"	"control"	"M"
"K13678"	"X962"	0	"C3"	"control"	"F"
"K13678"	"X963"	63391.5324996107	"C10"	"stress"	"M"
"K13678"	"X964"	0	"C10"	"stress"	"M"
"K13678"	"X965"	0	"C10"	"stress"	"F"
"K13678"	"X966"	59248.3525644836	"C10"	"stress"	"F"
"K13678"	"X967"	11560.3519272023	"C10"	"stress"	"F"
"K13678"	"X968"	64445.4967730819	"C10"	"stress"	"F"
"K13678"	"X969"	0	"C10"	"stress"	"M"
"K13678"	"X970"	24016.3168422738	"C9"	"control"	"F"
"K13678"	"X971"	0	"C9"	"control"	"M"
"K13678"	"X972"	34097.9608046708	"C9"	"control"	"F"
"K13678"	"X973"	0	"C9"	"control"	"F"
"K13678"	"X974"	0	"C9"	"control"	"F"
"K13678"	"X975"	0	"C9"	"control"	"M"
"K13678"	"X976"	0	"C9"	"control"	"M"
"K13678"	"X978"	14531.2280451111	"C8"	"stress"	"M"
"K13678"	"X979"	119806.926387772	"C8"	"stress"	"M"
"K13678"	"X980"	86449.5279115321	"C8"	"stress"	"F"
"K13678"	"X981"	0	"C8"	"stress"	"M"
"K13678"	"X982"	100363.145822268	"C8"	"stress"	"F"
"K13678"	"X983"	0	"C8"	"stress"	"M"
"K13678"	"X984"	17830.8924624773	"C8"	"stress"	"F"
"K13678"	"X985"	229062.501146196	"C8"	"stress"	"F"
"K13678"	"X986"	0	"C7"	"control"	"F"
"K13678"	"X987"	125386.439566509	"C7"	"control"	"F"
"K13678"	"X988"	246853.238898285	"C7"	"control"	"F"
"K13678"	"X989"	123897.780456759	"C7"	"control"	"M"
"K13678"	"X990"	20743.3956071091	"C7"	"control"	"F"
"K13678"	"X991"	0	"C7"	"control"	"M"
"K13678"	"X992"	110357.513641705	"C7"	"control"	"M"
"K13678"	"X993"	0	"C7"	"control"	"M"
"K13747"	"X932"	70672.3424861682	"C6"	"stress"	"F"
"K13747"	"X933"	47234.693633854	"C6"	"stress"	"M"
"K13747"	"X934"	21009.1104159214	"C6"	"stress"	"F"
"K13747"	"X935"	0	"C6"	"stress"	"M"
"K13747"	"X937"	53422.8631575877	"C6"	"stress"	"M"
"K13747"	"X938"	0	"C6"	"stress"	"F"
"K13747"	"X939"	16126.8670414809	"C6"	"stress"	"M"
"K13747"	"X940"	39970.8907130821	"C5"	"control"	"M"
"K13747"	"X941"	0	"C5"	"control"	"F"
"K13747"	"X942"	0	"C5"	"control"	"F"
"K13747"	"X943"	0	"C5"	"control"	"F"
"K13747"	"X944"	50049.5570074465	"C5"	"control"	"M"
"K13747"	"X945"	0	"C5"	"control"	"M"
"K13747"	"X946"	0	"C5"	"control"	"F"
"K13747"	"X947"	27174.2001551721	"C5"	"control"	"M"
"K13747"	"X948"	12677.7791392759	"C4"	"stress"	"M"
"K13747"	"X949"	37427.5128820344	"C4"	"stress"	"F"
"K13747"	"X950"	32698.4559318965	"C4"	"stress"	"M"
"K13747"	"X951"	37310.2269654923	"C4"	"stress"	"F"
"K13747"	"X952"	38518.3999536913	"C4"	"stress"	"M"
"K13747"	"X953"	13044.844887994	"C4"	"stress"	"M"
"K13747"	"X954"	0	"C4"	"stress"	"F"
"K13747"	"X955"	10389.0444448191	"C3"	"control"	"M"
"K13747"	"X956"	0	"C3"	"control"	"F"
"K13747"	"X957"	60467.7680608291	"C3"	"control"	"F"
"K13747"	"X958"	8031.84468093235	"C3"	"control"	"F"
"K13747"	"X959"	15064.9090499409	"C3"	"control"	"M"
"K13747"	"X960"	65523.3512847383	"C3"	"control"	"M"
"K13747"	"X961"	20282.1682536875	"C3"	"control"	"M"
"K13747"	"X962"	0	"C3"	"control"	"F"
"K13747"	"X963"	10275.7480018769	"C10"	"stress"	"M"
"K13747"	"X964"	9733.23691546142	"C10"	"stress"	"M"
"K13747"	"X965"	61293.569546769	"C10"	"stress"	"F"
"K13747"	"X966"	0	"C10"	"stress"	"F"
"K13747"	"X967"	0	"C10"	"stress"	"F"
"K13747"	"X968"	12619.9270204647	"C10"	"stress"	"F"
"K13747"	"X969"	0	"C10"	"stress"	"M"
"K13747"	"X970"	0	"C9"	"control"	"F"
"K13747"	"X971"	53343.0415158091	"C9"	"control"	"M"
"K13747"	"X972"	0	"C9"	"control"	"F"
"K13747"	"X973"	0	"C9"	"control"	"F"
"K13747"	"X974"	23564.9333592046	"C9"	"control"	"F"
"K13747"	"X975"	12615.6231615418	"C9"	"control"	"M"
"K13747"	"X976"	0	"C9"	"control"	"M"
"K13747"	"X978"	0	"C8"	"stress"	"M"
"K13747"	"X979"	15730.7664651721	"C8"	"stress"	"M"
"K13747"	"X980"	0	"C8"	"stress"	"F"
"K13747"	"X981"	0	"C8"	"stress"	"M"
"K13747"	"X982"	18453.9046718072	"C8"	"stress"	"F"
"K13747"	"X983"	28073.1093769058	"C8"	"stress"	"M"
"K13747"	"X984"	27589.9255435713	"C8"	"stress"	"F"
"K13747"	"X985"	10337.3373619901	"C8"	"stress"	"F"
"K13747"	"X986"	0	"C7"	"control"	"F"
"K13747"	"X987"	0	"C7"	"control"	"F"
"K13747"	"X988"	0	"C7"	"control"	"F"
"K13747"	"X989"	44849.123429125	"C7"	"control"	"M"
"K13747"	"X990"	0	"C7"	"control"	"F"
"K13747"	"X991"	0	"C7"	"control"	"M"
"K13747"	"X992"	0	"C7"	"control"	"M"
"K13747"	"X993"	0	"C7"	"control"	"M"
"K13788"	"X932"	22513.3665444653	"C6"	"stress"	"F"
"K13788"	"X933"	0	"C6"	"stress"	"M"
"K13788"	"X934"	0	"C6"	"stress"	"F"
"K13788"	"X935"	0	"C6"	"stress"	"M"
"K13788"	"X937"	0	"C6"	"stress"	"M"
"K13788"	"X938"	0	"C6"	"stress"	"F"
"K13788"	"X939"	9690.10255335931	"C6"	"stress"	"M"
